Cryptocurrency Name,Symbol,Date,Opening Price (USD),Closing Price (USD),Highest Price (USD),Lowest Price (USD),Market Capitalization (USD),Volume (24h),Total Supply,Price Change (24h%),Price Change (7d%),Blockchain Network,Popularity Rank
Stellar,XLM,2022-02-10 11:00:00,26570.33,40565.14,14489.83,14841.68,78837143734.28,82060403.25,977656955.64,-36.06,4.14,Binance Smart Chain,66
Polkadot,DOT,2022-02-10 12:00:00,13464.06,15940.89,3695.42,5887.73,75874212394.74,860085587.28,535977609.23,-46.26,46.72,Ethereum,77
Chainlink,LINK,2022-02-10 13:00:00,44814.68,27593.17,4056.89,4481.59,33126163630.29,868412106.34,877180443.43,-13.05,16.08,Binance Smart Chain,88
Litecoin,LTC,2022-02-10 14:00:00,35957.79,20694.23,46009.98,48671.57,67856057408.06,435890888.88,91883521.14,38.19,32.76,Binance Smart Chain,66
Avalanche,AVAX,2022-02-10 15:00:00,24150.73,15791.83,15386.79,49955.0,29677306851.51,800242489.07,941513101.58,6.76,-44.67,Binance Smart Chain,39
Litecoin,LTC,2022-02-10 16:00:00,24408.49,5802.27,49183.05,48395.63,58929935677.93,583588504.09,248250556.34,-35.88,44.59,Cardano,24
Dogecoin,DOGE,2022-02-10 17:00:00,10537.92,24046.68,24813.78,5968.35,1851238808.96,628523091.97,328020965.14,-8.99,46.12,Ethereum,57
Shiba Inu,SHIB,2022-02-10 18:00:00,2188.07,36954.91,2057.76,3766.95,52257987298.55,634860968.49,384935454.71,41.41,-11.84,Cardano,17
Avalanche,AVAX,2022-02-10 19:00:00,207.17,16081.02,4936.89,5755.35,23733892853.0,73357714.35,575043653.25,-15.13,-28.23,Ethereum,15
Stellar,XLM,2022-02-10 20:00:00,16548.07,16974.65,45224.26,28570.84,35722443812.9,130559191.42,980855122.4,37.68,9.1,Binance Smart Chain,65
Polygon,MATIC,2022-02-10 21:00:00,39786.25,13505.23,10354.22,46167.44,15976491737.29,368909615.97,198131522.27,-5.73,15.13,Ethereum,83
Stellar,XLM,2022-02-10 22:00:00,474.68,41455.17,32195.62,13464.14,38673934684.16,974971730.67,111572906.94,18.34,-42.81,Cardano,29
Avalanche,AVAX,2022-02-10 23:00:00,24559.78,2456.24,43532.35,2992.6,49362492266.03,148385607.18,769444736.29,8.17,-20.18,Binance Smart Chain,79
Litecoin,LTC,2022-02-11 00:00:00,18478.99,20760.35,4479.12,20954.59,38697858265.37,38715459.25,973368284.61,-3.34,44.23,Binance Smart Chain,72
Polkadot,DOT,2022-02-11 01:00:00,43489.6,20940.23,8958.74,27403.49,22021304050.48,469559279.79,366618846.83,-42.78,-19.19,Cardano,32
Avalanche,AVAX,2022-02-11 02:00:00,28102.01,26293.43,13195.62,6796.09,81498560906.81,941577998.59,4127563.93,35.25,-7.85,Binance Smart Chain,14
Solana,SOL,2022-02-11 03:00:00,49088.14,21267.17,43355.99,40286.3,31427395858.81,694139258.84,274350926.78,-36.21,3.54,Binance Smart Chain,60
Stellar,XLM,2022-02-11 04:00:00,40999.9,3165.2,19373.04,27982.04,99763579754.74,644355054.74,42595691.73,-29.25,12.36,Cardano,21
Dogecoin,DOGE,2022-02-11 05:00:00,14788.08,6349.53,9908.34,46565.28,53104392802.63,28875104.68,961264466.0,8.05,-14.4,Binance Smart Chain,71
Solana,SOL,2022-02-11 06:00:00,42113.51,4900.72,46845.88,34580.95,13770780370.06,587910961.78,942966680.69,4.6,-6.73,Ethereum,38
Polkadot,DOT,2022-02-11 07:00:00,37864.24,18258.2,26112.65,49504.16,83856862364.17,635415590.95,425417857.82,-26.2,5.03,Cardano,96
Litecoin,LTC,2022-02-11 08:00:00,32711.31,26350.22,43125.08,36416.37,4335256764.92,923166403.17,213501713.68,36.72,41.24,Cardano,64
Dogecoin,DOGE,2022-02-11 09:00:00,36352.75,46884.02,21618.36,25104.85,39652463431.6,204410841.17,589365089.73,38.11,-16.94,Cardano,78
Stellar,XLM,2022-02-11 10:00:00,25856.15,36220.88,41119.71,13458.01,69609675269.78,868476644.79,883791860.16,-18.5,15.59,Binance Smart Chain,64
Polygon,MATIC,2022-02-11 11:00:00,9067.01,38356.91,22449.29,46876.34,7360730085.49,255982054.03,190437407.68,-46.17,2.22,Binance Smart Chain,45
Shiba Inu,SHIB,2022-02-11 12:00:00,23546.46,2546.75,36442.4,37108.13,78929244679.15,896280720.45,454794594.88,-13.59,38.85,Ethereum,90
Stellar,XLM,2022-02-11 13:00:00,41419.55,44864.38,37732.71,48969.26,93518477618.63,472358901.74,373732638.36,-39.99,36.59,Cardano,50
Dogecoin,DOGE,2022-02-11 14:00:00,44088.69,1258.49,17970.67,18922.3,11145972713.66,52668583.03,74308686.9,1.33,33.61,Cardano,5
Stellar,XLM,2022-02-11 15:00:00,44099.38,7861.33,4885.09,19653.84,58092284194.86,329220153.52,101061629.94,-17.96,6.06,Cardano,18
Solana,SOL,2022-02-11 16:00:00,35746.98,26290.83,4086.76,16006.57,86393967800.14,509635553.02,275063107.7,27.28,41.31,Cardano,16
TRON,TRX,2022-02-11 17:00:00,26078.02,9724.44,42953.71,17321.19,56654462100.27,100165996.63,362299396.23,-4.53,-3.83,Ethereum,72
Chainlink,LINK,2022-02-11 18:00:00,23167.33,48171.33,28009.69,15372.59,70099895909.59,25401960.38,835570578.86,-47.18,-10.12,Cardano,20
Avalanche,AVAX,2022-02-11 19:00:00,18252.65,38069.28,43854.5,1946.13,43358489255.0,960555400.94,243811345.13,-10.84,20.12,Binance Smart Chain,61
Polkadot,DOT,2022-02-11 20:00:00,18846.78,34137.11,49639.47,28379.48,53613646053.44,908269751.23,109743183.89,-11.9,42.79,Binance Smart Chain,100
Stellar,XLM,2022-02-11 21:00:00,20514.07,17515.97,30749.48,11036.14,81461441333.31,995812733.58,882670284.76,-30.2,36.99,Binance Smart Chain,21
Shiba Inu,SHIB,2022-02-11 22:00:00,4312.44,35986.73,45323.87,25270.98,63876441799.3,851312985.44,728724998.66,49.6,28.49,Cardano,74
Polkadot,DOT,2022-02-11 23:00:00,34590.71,48834.61,35869.81,49716.35,46601068186.35,123352191.0,193519140.93,38.78,-40.3,Binance Smart Chain,20
Litecoin,LTC,2022-02-12 00:00:00,38617.15,18109.04,37468.48,27790.82,82767074883.25,702862383.53,580770175.23,-5.15,37.63,Ethereum,70
Chainlink,LINK,2022-02-12 01:00:00,48360.19,1049.36,7213.46,29336.16,2457170227.15,461813597.64,572086764.87,-46.74,-2.06,Binance Smart Chain,87
Polygon,MATIC,2022-02-12 02:00:00,24904.23,28220.65,48458.53,11943.31,51432610123.8,985790556.09,606765245.9,-29.54,-13.26,Cardano,22
Polygon,MATIC,2022-02-12 03:00:00,34371.5,45659.28,31360.45,7292.63,56781977943.8,88954107.83,346540547.71,5.22,-20.75,Binance Smart Chain,3
Chainlink,LINK,2022-02-12 04:00:00,27680.7,31792.88,5262.15,14658.75,96655716184.23,206832243.65,561317942.24,9.65,-34.29,Ethereum,34
Polkadot,DOT,2022-02-12 05:00:00,46993.73,38161.84,38944.32,38324.17,53930447499.9,176307463.27,260184161.26,20.72,6.92,Cardano,20
Avalanche,AVAX,2022-02-12 06:00:00,32576.39,28242.13,10384.96,24231.04,2478735154.52,53063348.33,891664798.9,47.46,13.19,Binance Smart Chain,26
Solana,SOL,2022-02-12 07:00:00,39494.7,10591.59,24702.98,37305.33,82694696729.84,662513717.41,172381371.31,49.12,-41.69,Cardano,20
Shiba Inu,SHIB,2022-02-12 08:00:00,17187.89,23728.54,10571.51,43902.5,51445573457.13,328946185.25,866273033.97,29.42,-16.56,Ethereum,24
Polygon,MATIC,2022-02-12 09:00:00,43157.44,19581.18,33306.47,43329.61,90554445534.54,179267328.36,131154898.71,8.16,-21.98,Ethereum,96
TRON,TRX,2022-02-12 10:00:00,1981.29,24048.62,11175.07,10705.62,45205672252.63,484680066.7,780096752.9,18.59,3.12,Cardano,3
TRON,TRX,2022-02-12 11:00:00,45248.53,33217.94,1374.55,39976.54,80866864099.56,248284700.21,92476293.4,-28.68,9.86,Ethereum,65
Polygon,MATIC,2022-02-12 12:00:00,28869.62,45084.92,37468.46,40185.05,56647531807.19,755182035.01,229918716.65,-31.05,-40.14,Cardano,82
Shiba Inu,SHIB,2022-02-12 13:00:00,3362.71,26095.63,1976.46,37529.52,11308216092.0,632124018.45,75200716.1,5.76,-9.6,Cardano,97
Litecoin,LTC,2022-02-12 14:00:00,34255.68,2865.33,27516.13,2141.66,23238267237.19,639016215.79,968510325.31,33.27,-22.41,Ethereum,53
Shiba Inu,SHIB,2022-02-12 15:00:00,5218.61,42671.1,21739.57,9509.76,90163346093.21,451706385.76,400301107.65,23.13,-44.4,Binance Smart Chain,97
Stellar,XLM,2022-02-12 16:00:00,25458.28,28589.13,16562.31,16414.74,5570057419.34,464721145.05,702969143.37,24.3,-24.64,Ethereum,43
Stellar,XLM,2022-02-12 17:00:00,46381.05,31263.35,11854.04,45455.68,39947139939.44,225511510.86,26861226.43,42.77,-11.17,Ethereum,81
Solana,SOL,2022-02-12 18:00:00,13264.22,31079.15,43922.52,45539.9,5300710744.68,909585391.15,856144488.39,33.89,-29.48,Binance Smart Chain,53
Solana,SOL,2022-02-12 19:00:00,5809.52,48291.91,25835.8,7795.88,34574516751.34,223036164.77,647888486.02,-28.75,-2.5,Cardano,6
Dogecoin,DOGE,2022-02-12 20:00:00,32918.6,12986.96,43930.12,4444.89,80009904502.98,742542650.51,232689086.38,-22.22,48.88,Ethereum,37
Polygon,MATIC,2022-02-12 21:00:00,43808.23,2140.22,47397.69,19515.54,29393634776.3,667938364.19,859835788.65,-40.06,-10.12,Ethereum,7
Shiba Inu,SHIB,2022-02-12 22:00:00,22042.04,13443.97,15301.63,1646.02,20644050273.01,943689544.53,119310373.1,14.57,-38.45,Binance Smart Chain,16
Shiba Inu,SHIB,2022-02-12 23:00:00,8451.11,38207.46,14030.72,44711.23,88229119093.51,314108138.75,451266627.48,-5.74,32.84,Ethereum,49
Stellar,XLM,2022-02-13 00:00:00,26746.19,11197.8,47825.84,1964.22,52968778538.76,985230783.89,555203004.56,30.04,47.99,Cardano,14
Dogecoin,DOGE,2022-02-13 01:00:00,11002.3,36366.9,6263.58,44998.94,63018125479.38,902735031.45,172176620.54,35.02,45.51,Ethereum,27
Avalanche,AVAX,2022-02-13 02:00:00,41770.71,32534.47,12082.47,49807.38,33011619344.33,531867468.68,950648422.16,-26.88,-38.45,Ethereum,89
Dogecoin,DOGE,2022-02-13 03:00:00,4115.94,34655.35,8491.46,31467.94,57176167551.37,20311949.43,493276859.73,45.45,9.57,Cardano,80
Polkadot,DOT,2022-02-13 04:00:00,10190.84,14432.87,7684.26,7001.23,45137530483.73,913047656.96,469797917.57,27.51,-4.08,Cardano,50
Polygon,MATIC,2022-02-13 05:00:00,32555.15,46963.85,1399.88,48810.99,38731109104.82,462019919.45,869720766.64,16.66,11.8,Ethereum,60
Polkadot,DOT,2022-02-13 06:00:00,15046.9,10483.44,3716.12,39005.72,82008326482.14,631730319.62,749628670.43,2.74,11.28,Cardano,7
Dogecoin,DOGE,2022-02-13 07:00:00,45790.5,10822.22,12156.26,19522.29,75323053847.1,94120575.36,222248313.46,16.77,46.18,Binance Smart Chain,75
Shiba Inu,SHIB,2022-02-13 08:00:00,24786.22,6139.76,49035.7,32187.45,84899359793.63,124646774.18,133813955.5,3.11,25.55,Ethereum,19
TRON,TRX,2022-02-13 09:00:00,40567.44,39702.63,42419.54,31638.46,48666161809.86,68409340.07,99081010.02,11.58,22.96,Binance Smart Chain,26
TRON,TRX,2022-02-13 10:00:00,41014.16,2369.85,14362.68,28708.27,69734473130.3,46016109.44,427329277.53,-19.54,-47.46,Binance Smart Chain,38
Chainlink,LINK,2022-02-13 11:00:00,18646.06,18238.62,18385.2,31633.75,20487041699.54,526059657.45,507410367.8,36.79,-28.53,Cardano,74
Polkadot,DOT,2022-02-13 12:00:00,6874.97,18490.39,41427.96,10470.39,7447519491.22,954832256.19,235466828.17,-11.19,20.72,Ethereum,72
Avalanche,AVAX,2022-02-13 13:00:00,4320.93,46651.04,18615.45,37682.62,54614433078.66,345385666.75,276438499.35,15.26,43.37,Binance Smart Chain,45
Polygon,MATIC,2022-02-13 14:00:00,9657.95,7478.61,4386.47,31516.01,41702100366.43,6491083.8,359080724.52,23.84,-38.41,Binance Smart Chain,79
TRON,TRX,2022-02-13 15:00:00,5657.26,20732.03,32361.26,8592.58,98737632011.83,750548489.89,198085622.89,-7.81,-16.51,Binance Smart Chain,52
Litecoin,LTC,2022-02-13 16:00:00,32594.04,25301.11,19447.02,11025.55,44419000243.13,296120217.27,401426484.75,11.06,-14.67,Ethereum,94
Avalanche,AVAX,2022-02-13 17:00:00,10046.45,46082.61,25232.88,8934.86,93905194607.62,126732204.87,646443277.68,-40.71,-19.32,Cardano,41
Shiba Inu,SHIB,2022-02-13 18:00:00,45851.44,15508.6,12148.97,3944.98,23425537216.8,467994926.83,284919026.36,15.4,39.91,Binance Smart Chain,11
Chainlink,LINK,2022-02-13 19:00:00,38037.18,39048.83,18587.46,10390.12,15991476510.2,142362223.2,6871250.33,5.28,39.09,Ethereum,64
Stellar,XLM,2022-02-13 20:00:00,35777.7,33551.25,5882.99,2015.72,38748314718.43,105651318.39,4562976.51,12.54,-42.62,Binance Smart Chain,1
TRON,TRX,2022-02-13 21:00:00,41898.39,1560.91,7733.09,6495.01,55690922488.84,560725411.69,717504698.43,-0.73,31.45,Binance Smart Chain,98
Avalanche,AVAX,2022-02-13 22:00:00,403.95,40673.17,16590.72,14422.84,2929695769.41,813901099.26,168030154.32,22.86,-44.41,Ethereum,66
Dogecoin,DOGE,2022-02-13 23:00:00,21858.93,13545.43,1795.19,11954.21,19605759813.06,204408949.31,220206067.14,47.55,21.52,Cardano,47
Solana,SOL,2022-02-14 00:00:00,7025.35,12492.13,29077.55,1681.52,47351836452.81,316914568.13,403165782.73,29.12,28.29,Cardano,41
Stellar,XLM,2022-02-14 01:00:00,30356.34,29445.94,10998.06,46316.26,99149342244.43,655471778.64,727090999.23,7.07,19.25,Cardano,18
Avalanche,AVAX,2022-02-14 02:00:00,29296.7,23236.46,22777.81,48327.4,85461237902.47,30154841.46,350219230.4,29.51,46.38,Cardano,62
Shiba Inu,SHIB,2022-02-14 03:00:00,12026.59,42046.58,36840.14,6697.42,39713099305.5,34565371.64,393593532.92,8.64,37.11,Ethereum,48
Chainlink,LINK,2022-02-14 04:00:00,13446.64,8619.01,20465.79,9855.22,2431834747.51,389456402.04,23733581.61,-13.72,47.97,Binance Smart Chain,64
Solana,SOL,2022-02-14 05:00:00,38941.38,9106.83,6537.28,17828.65,89364595114.81,255607459.33,209580967.93,18.39,4.8,Binance Smart Chain,60
Chainlink,LINK,2022-02-14 06:00:00,15718.95,31049.59,9374.45,49903.43,21822480569.6,784683893.51,803543350.29,-33.85,-43.63,Binance Smart Chain,83
Shiba Inu,SHIB,2022-02-14 07:00:00,7017.87,14600.24,12101.6,24921.9,38651665080.12,477244397.12,833299087.44,19.63,14.84,Cardano,92
Chainlink,LINK,2022-02-14 08:00:00,24658.86,27969.81,47699.69,7397.17,9968820259.48,905461104.22,95761886.72,39.43,-29.38,Binance Smart Chain,6
Stellar,XLM,2022-02-14 09:00:00,46108.86,8359.74,42968.22,229.0,52214196694.63,262833555.54,339910667.14,-24.97,10.26,Cardano,20
Chainlink,LINK,2022-02-14 10:00:00,37272.08,10755.85,16671.84,3975.3,57841555004.27,290574717.57,579143470.76,-24.1,27.11,Cardano,9
Litecoin,LTC,2022-02-14 11:00:00,31458.81,2594.06,9085.24,31629.29,6824990788.69,108841308.12,347932850.39,-34.79,0.79,Binance Smart Chain,41
Dogecoin,DOGE,2022-02-14 12:00:00,11115.1,38865.03,29649.09,33914.44,30740804870.66,167012978.78,148372623.42,-10.83,6.57,Ethereum,9
Litecoin,LTC,2022-02-14 13:00:00,29728.37,47643.94,18583.27,9032.44,92899060856.63,647561097.8,13495733.31,33.39,-45.82,Ethereum,35
Dogecoin,DOGE,2022-02-14 14:00:00,17887.1,29445.07,16910.72,7000.7,87684656752.25,452127230.75,415470436.49,-4.58,28.66,Binance Smart Chain,46
Chainlink,LINK,2022-02-14 15:00:00,34761.94,5651.22,2689.9,33384.45,75928799319.48,401676241.51,979528372.93,19.81,-39.1,Binance Smart Chain,86
Litecoin,LTC,2022-02-14 16:00:00,3845.08,29929.7,27382.98,27832.74,54788842156.49,629929456.69,894210119.94,13.64,-24.09,Ethereum,86
Stellar,XLM,2022-02-14 17:00:00,33989.25,21762.02,32874.03,15556.89,27182371598.27,664025892.08,628386772.85,17.51,-20.1,Ethereum,75
Shiba Inu,SHIB,2022-02-14 18:00:00,32995.13,39803.73,43373.19,27117.51,81322724548.24,311850826.73,94265083.17,7.25,9.21,Ethereum,44
Dogecoin,DOGE,2022-02-14 19:00:00,10484.03,15642.34,47592.28,9870.78,26385281646.44,604797752.78,350188782.89,30.67,24.65,Binance Smart Chain,75
Stellar,XLM,2022-02-14 20:00:00,252.19,14269.77,24272.95,31383.43,57857203553.11,169377658.16,103969707.23,13.2,-49.92,Ethereum,27
TRON,TRX,2022-02-14 21:00:00,30345.94,18581.69,14249.95,42254.7,56617572643.26,719717469.17,601333681.79,-5.12,30.78,Cardano,54
Polygon,MATIC,2022-02-14 22:00:00,25166.41,49592.79,25421.7,5827.15,18546441188.64,563122369.69,917587691.33,38.11,12.59,Binance Smart Chain,47
Stellar,XLM,2022-02-14 23:00:00,19817.79,47455.12,40258.97,38121.24,49806052890.68,649698820.06,220712760.92,-25.89,29.81,Cardano,88
Polkadot,DOT,2022-02-15 00:00:00,19425.02,18827.63,46350.65,24574.19,95294501387.84,806941099.01,881595748.4,-44.76,-9.23,Binance Smart Chain,77
Avalanche,AVAX,2022-02-15 01:00:00,6830.59,2069.39,22790.24,22882.35,27010350233.04,283665192.26,75793327.26,27.68,37.32,Binance Smart Chain,96
Chainlink,LINK,2022-02-15 02:00:00,11903.84,3031.79,366.67,30618.77,14617724836.98,787573524.48,12012810.26,-5.36,1.59,Cardano,74
Dogecoin,DOGE,2022-02-15 03:00:00,36089.65,37803.66,14334.04,2587.72,61896724649.26,637774481.94,854248518.06,26.77,-21.93,Cardano,97
Chainlink,LINK,2022-02-15 04:00:00,35353.44,29022.79,46185.93,19241.18,5363222600.85,409968238.42,400916022.55,-41.93,17.36,Binance Smart Chain,13
Polygon,MATIC,2022-02-15 05:00:00,35495.17,49866.77,14867.85,14642.22,44809650870.11,789452928.22,279790987.07,36.43,29.2,Ethereum,65
Stellar,XLM,2022-02-15 06:00:00,20045.42,18475.39,14275.44,15904.79,26028873059.64,313258131.68,13301768.95,3.44,-49.73,Ethereum,81
Chainlink,LINK,2022-02-15 07:00:00,29827.05,44565.07,19628.83,29035.11,54041711762.64,167728954.95,928279094.12,5.59,22.0,Cardano,68
Chainlink,LINK,2022-02-15 08:00:00,10431.87,44965.91,5482.1,48463.44,6160031598.89,651029468.59,496785229.09,-17.55,36.49,Ethereum,39
Shiba Inu,SHIB,2022-02-15 09:00:00,31657.59,1383.91,3520.56,7312.73,29495440773.85,339217410.33,558831544.43,18.7,-20.23,Ethereum,100
Polygon,MATIC,2022-02-15 10:00:00,48710.58,33828.54,31823.4,6142.03,68789489746.86,32995567.28,715822224.76,-38.11,22.11,Cardano,96
Solana,SOL,2022-02-15 11:00:00,6510.46,9807.29,32530.45,15833.28,73362917890.62,380300904.2,736329120.14,-12.41,36.04,Binance Smart Chain,44
Litecoin,LTC,2022-02-15 12:00:00,22332.31,6121.78,24232.44,31738.74,70447247161.57,499649305.85,737739382.89,-41.5,-0.03,Ethereum,64
Solana,SOL,2022-02-15 13:00:00,32487.66,26326.13,33937.35,4444.81,37628910848.81,400500829.07,292881715.41,18.04,-42.1,Ethereum,67
Dogecoin,DOGE,2022-02-15 14:00:00,26005.43,26105.97,3199.4,42586.35,70720054243.79,556139193.52,530540814.68,-22.62,-8.53,Ethereum,8
Shiba Inu,SHIB,2022-02-15 15:00:00,43328.37,41131.05,16548.67,12486.73,94960129993.79,736047216.16,906236090.34,24.05,39.34,Ethereum,34
Stellar,XLM,2022-02-15 16:00:00,4308.86,49489.43,26644.14,1432.09,78290149774.07,773635393.17,793957898.88,-22.12,17.58,Cardano,47
Avalanche,AVAX,2022-02-15 17:00:00,48363.18,19180.68,39893.72,29878.49,3407172672.12,703705598.84,20433061.03,33.1,-33.37,Binance Smart Chain,1
Chainlink,LINK,2022-02-15 18:00:00,45596.63,37916.57,23231.19,12098.65,3184685205.82,403129652.9,739951670.13,-31.98,49.3,Binance Smart Chain,72
TRON,TRX,2022-02-15 19:00:00,21833.67,4748.6,32645.18,5091.43,23194875133.16,64340727.95,608057563.03,25.89,3.06,Binance Smart Chain,46
Polkadot,DOT,2022-02-15 20:00:00,22000.94,13890.1,26516.31,23509.44,63291402929.74,980641172.02,373544743.98,-29.56,-12.96,Binance Smart Chain,50
Dogecoin,DOGE,2022-02-15 21:00:00,35543.85,29342.12,42916.28,39592.25,865173808.67,221359723.48,458056362.27,-43.75,-49.47,Binance Smart Chain,93
Polkadot,DOT,2022-02-15 22:00:00,43957.27,35904.18,45625.4,31298.88,66744626954.84,117248598.7,609964754.23,29.58,-4.46,Cardano,2
Avalanche,AVAX,2022-02-15 23:00:00,29428.69,1817.84,49877.27,5423.67,7474063709.73,527819085.13,217306129.44,-23.43,33.82,Binance Smart Chain,93
Polygon,MATIC,2022-02-16 00:00:00,10425.17,3846.23,48690.2,5510.64,74899538097.07,803125854.19,678762982.53,-16.93,-30.61,Ethereum,32
Polkadot,DOT,2022-02-16 01:00:00,16582.45,26665.22,5107.82,29243.37,17069271026.53,133467613.79,682611416.86,38.27,33.95,Cardano,36
Chainlink,LINK,2022-02-16 02:00:00,48038.75,12082.09,30796.91,12207.95,44775796209.44,169928953.08,774898611.5,-43.3,-1.04,Cardano,26
Chainlink,LINK,2022-02-16 03:00:00,14452.82,13962.36,43444.48,49269.7,96636025660.08,308362402.7,874406297.87,-13.92,6.52,Binance Smart Chain,15
Litecoin,LTC,2022-02-16 04:00:00,27390.08,46417.76,36955.59,25605.6,17585212512.97,739821388.62,222614754.79,37.37,6.11,Ethereum,100
Polkadot,DOT,2022-02-16 05:00:00,1347.99,18802.48,27588.23,31784.18,8805684299.11,73672667.91,542292242.53,-18.67,-10.55,Cardano,33
TRON,TRX,2022-02-16 06:00:00,13365.79,6431.26,30289.03,5136.3,9843506506.95,700270164.62,51853876.8,-9.51,23.91,Cardano,10
Avalanche,AVAX,2022-02-16 07:00:00,49151.51,43049.97,12329.59,9026.52,87265814521.24,478409849.97,418825658.94,-31.22,32.62,Ethereum,48
Litecoin,LTC,2022-02-16 08:00:00,7399.86,32335.51,17409.96,23922.3,69520181656.74,616052642.28,937899567.67,-31.71,-36.4,Binance Smart Chain,74
Stellar,XLM,2022-02-16 09:00:00,46494.3,36269.77,47256.66,49296.3,54002102432.85,890546454.42,947810020.85,49.21,36.54,Cardano,50
Avalanche,AVAX,2022-02-16 10:00:00,48366.63,6847.92,46365.57,48899.66,40227328078.43,50871419.74,313498329.3,-4.97,-12.89,Ethereum,73
Polygon,MATIC,2022-02-16 11:00:00,36845.84,29540.33,46787.21,24861.54,43626306561.08,549545044.51,267785328.56,9.89,-49.65,Cardano,61
Solana,SOL,2022-02-16 12:00:00,26421.75,43628.05,19537.24,4357.25,58312862850.34,493744669.36,440682555.11,-48.38,27.0,Cardano,91
Chainlink,LINK,2022-02-16 13:00:00,10177.48,6326.71,40721.33,9996.81,15498824530.38,880289595.09,564667133.0,-37.09,9.7,Cardano,42
Chainlink,LINK,2022-02-16 14:00:00,29573.71,28465.9,39136.03,46534.43,24513344018.95,273079376.96,432399285.53,38.95,-5.53,Ethereum,4
TRON,TRX,2022-02-16 15:00:00,45380.19,48159.06,36545.75,33182.75,20331648175.39,623446311.7,188914600.3,37.64,31.48,Cardano,61
Avalanche,AVAX,2022-02-16 16:00:00,23312.51,32521.27,31084.56,36444.11,82783686236.27,619883413.63,322805785.48,33.56,44.0,Cardano,16
Solana,SOL,2022-02-16 17:00:00,16816.52,2980.56,48481.31,14301.54,79971261272.28,363071371.59,912819868.03,-20.3,40.31,Cardano,46
TRON,TRX,2022-02-16 18:00:00,30424.99,456.48,20984.01,48650.01,53227736955.82,307245566.73,569115463.08,-19.83,-30.47,Ethereum,87
Shiba Inu,SHIB,2022-02-16 19:00:00,3768.15,6352.01,38340.56,28599.48,91889870277.8,177843523.81,462392966.48,-30.8,-39.97,Cardano,57
Stellar,XLM,2022-02-16 20:00:00,22106.66,21235.32,46151.29,27244.25,11892578845.96,387561465.1,637166446.45,-29.64,35.21,Binance Smart Chain,52
Shiba Inu,SHIB,2022-02-16 21:00:00,26962.81,5686.21,303.37,44117.59,51330118547.57,332892135.21,708458066.35,-17.18,-21.2,Cardano,5
Polygon,MATIC,2022-02-16 22:00:00,43894.02,28700.56,45904.15,32206.48,10011087444.05,711737366.46,598641757.51,-25.62,13.29,Ethereum,24
Solana,SOL,2022-02-16 23:00:00,46740.41,24742.08,2234.01,16243.83,82361606033.97,295601017.23,471547117.87,-28.31,-6.88,Ethereum,35
Shiba Inu,SHIB,2022-02-17 00:00:00,30148.2,8094.13,26628.22,24374.08,59011845037.21,79922121.94,129060927.82,48.2,3.47,Ethereum,22
Avalanche,AVAX,2022-02-17 01:00:00,17975.37,8540.73,1600.96,12304.31,30828935472.19,73161209.75,979330682.24,12.62,-14.42,Ethereum,57
TRON,TRX,2022-02-17 02:00:00,21329.0,1832.75,47369.24,29390.78,75329609815.18,706923390.64,965274536.87,-41.41,-25.98,Binance Smart Chain,64
TRON,TRX,2022-02-17 03:00:00,11007.23,30900.57,10848.79,47879.72,87543085168.89,137469508.66,430048069.62,1.4,47.07,Ethereum,1
Polkadot,DOT,2022-02-17 04:00:00,18532.52,6216.69,46368.8,10127.88,94477878822.45,976282428.06,264850984.41,49.21,16.02,Cardano,62
TRON,TRX,2022-02-17 05:00:00,42676.2,15229.55,30087.89,1810.67,63600458289.02,976658612.01,993272979.95,37.7,-19.34,Ethereum,66
Polkadot,DOT,2022-02-17 06:00:00,5842.32,4999.84,8884.05,49079.24,75999066881.39,695562186.46,2628518.01,46.89,-16.32,Cardano,58
Shiba Inu,SHIB,2022-02-17 07:00:00,16588.0,26339.41,24316.96,9844.82,27723250910.91,300461601.1,5896269.65,46.87,15.72,Binance Smart Chain,69
Shiba Inu,SHIB,2022-02-17 08:00:00,14654.78,30763.36,32766.48,4261.11,72678195265.67,79548701.67,228739432.9,-32.67,-36.61,Ethereum,88
Polygon,MATIC,2022-02-17 09:00:00,41058.3,36243.89,539.28,9203.83,26979198287.27,100160435.06,940309375.01,37.39,0.75,Ethereum,15
Polygon,MATIC,2022-02-17 10:00:00,15733.38,5674.5,6360.82,22714.17,21771596303.7,811194758.04,859120840.02,14.83,16.17,Cardano,28
Stellar,XLM,2022-02-17 11:00:00,40954.8,5882.72,40152.79,4772.88,71247993074.8,131744057.82,566091112.13,-26.79,-35.31,Binance Smart Chain,61
Shiba Inu,SHIB,2022-02-17 12:00:00,44911.23,15515.94,7763.09,41980.04,95427911520.59,831589449.71,64093168.45,-28.76,-20.1,Ethereum,1
Solana,SOL,2022-02-17 13:00:00,42431.76,10143.58,9705.26,21522.02,3633449656.31,111423387.46,301591408.12,24.62,3.31,Cardano,2
Polkadot,DOT,2022-02-17 14:00:00,10637.38,45893.44,42684.71,6418.52,92027541128.2,193552636.63,688526110.31,-36.55,-23.99,Ethereum,9
TRON,TRX,2022-02-17 15:00:00,43986.37,25370.44,30542.18,2355.44,76212767803.87,11303620.92,843094438.96,38.38,30.8,Ethereum,48
